,lat,lon
0,40.00148232757466,116.31189007547059
1,40.00153200937926,116.31235523079975
2,40.00176543272812,116.31235003177062
3,40.00142231610948,116.31255562582622
4,40.00139106235735,116.3126507496088
5,40.001253345626,116.31296046256466
6,40.00148211533908,116.31269371324282
7,40.00129765511309,116.31277624255779
8,40.001347702861324,116.31265320179853
9,40.001569798902054,116.31275588970922
10,40.001225965787356,116.31206850674344
11,40.002000534291255,116.31252100832299
12,40.0017840599265,116.31253789360179
13,40.00180916501489,116.31231286472179
14,40.00223927870893,116.3127961077862
15,40.002383851449835,116.3128399603738
16,40.00259053134195,116.3128701568408
17,40.002733981679995,116.31250866688045
18,40.003039771700834,116.31267645382273
19,40.003109731292795,116.31286128710993
20,40.003196898753714,116.31254594424918
21,40.00353299207136,116.31270272427685
22,40.003508347629776,116.312900795203
23,40.00358079241865,116.3125064466336
24,40.003486974161945,116.31235782667707
25,40.003938466639525,116.3123930662536
26,40.0037853805887,116.31264422490844
27,40.004233413125924,116.3126127400055
28,40.00472424545343,116.31349720909618
29,40.00396648398229,116.31270226706118
30,40.00436260622015,116.31257717375395
31,40.004428123388,116.31343923738032
32,40.00461885439647,116.31392638642248
33,40.00489911521317,116.31408017026939
34,40.004303423723854,116.31456149314238
35,40.00437172403203,116.31430821074827
36,40.00487109041644,116.31439856252796
37,40.0044796630158,116.31475317940782
38,40.00505220722125,116.31502043843702
39,40.00451949186397,116.31530214988894
40,40.005184683223646,116.31521838132372
41,40.00476489598182,116.31549542900227
42,40.00464170590006,116.31603488031912
43,40.00471335786102,116.3162296770599
44,40.004762285761764,116.31634548685093
45,40.00466034523092,116.31672551539953
46,40.00543650089727,116.3163196102954
47,40.00469582982238,116.31693139183533
48,40.004725739937456,116.31728850308063
49,40.00480032248804,116.31748449812726
50,40.00485893202397,116.31802791939052
51,40.00485721195288,116.31780426155268
52,40.004752219220855,116.31828012522062
53,40.004978136861126,116.31812314024074
54,40.005248298248624,116.31800194750714
55,40.005248827792435,116.31790639769868
56,40.0055479998387,116.31788551512018
57,40.00551457617163,116.31788180043375
58,40.004474944060746,116.3179026993286
59,40.00539092626664,116.31770451761082
60,40.00558444338357,116.31824923167135
61,40.00511583840735,116.31773844486065
62,40.00564725728574,116.3180734920722
